hr,atemp,workingday,season_summer,mnth,hum,season_winter,weathersit_light rain
15,0.3939,1,0,12,0.54,0,0
16,0.3939,1,0,12,0.54,0,0
17,0.3636,1,0,12,0.57,0,0
18,0.3485,1,0,12,0.62,0,0
19,0.3636,1,0,12,0.62,0,0
20,0.3485,1,0,12,0.66,0,0
21,0.3333,1,0,12,0.66,0,0
22,0.3333,1,0,12,0.66,0,0
23,0.3182,1,0,12,0.7,0,0
0,0.3182,1,0,12,0.7,0,0
1,0.3182,1,0,12,0.7,0,0
2,0.3333,1,0,12,0.7,0,0
3,0.3333,1,0,12,0.7,0,0
4,0.303,1,0,12,0.7,0,0
5,0.303,1,0,12,0.7,0,0
6,0.3182,1,0,12,0.66,0,0
7,0.3182,1,0,12,0.7,0,0
8,0.3182,1,0,12,0.66,0,0
9,0.3333,1,0,12,0.62,0,0
10,0.4091,1,0,12,0.58,0,0
11,0.4091,1,0,12,0.62,0,0
12,0.4545,1,0,12,0.59,0,0
13,0.4848,1,0,12,0.55,0,0
14,0.5,1,0,12,0.52,0,0
15,0.5,1,0,12,0.55,0,1
16,0.4545,1,0,12,0.72,0,1
17,0.5,1,0,12,0.59,0,0
18,0.5,1,0,12,0.59,0,0
19,0.5,1,0,12,0.59,0,0
20,0.5,1,0,12,0.59,0,0
21,0.4848,1,0,12,0.63,0,0
22,0.5,1,0,12,0.63,0,0
23,0.5,1,0,12,0.63,0,0
0,0.4848,1,0,12,0.72,0,0
1,0.4848,1,0,12,0.72,0,0
2,0.4697,1,0,12,0.77,0,0
3,0.4545,1,0,12,0.82,0,0
4,0.4848,1,0,12,0.59,0,0
5,0.4697,1,0,12,0.44,0,0
6,0.4394,1,0,12,0.33,0,0
7,0.3939,1,0,12,0.46,0,0
8,0.3333,1,0,12,0.46,0,0
9,0.3333,1,0,12,0.46,0,0
10,0.303,1,0,12,0.46,0,0
11,0.303,1,0,12,0.42,0,0
12,0.303,1,0,12,0.42,0,0
13,0.303,1,0,12,0.39,0,0
14,0.3182,1,0,12,0.42,0,0
15,0.303,1,0,12,0.45,0,0
16,0.303,1,0,12,0.45,0,0
17,0.303,1,0,12,0.45,0,0
18,0.303,1,0,12,0.45,0,0
19,0.303,1,0,12,0.45,0,0
20,0.3182,1,0,12,0.45,0,0
21,0.3182,1,0,12,0.45,0,0
22,0.303,1,0,12,0.49,0,0
23,0.303,1,0,12,0.49,0,0
0,0.2879,0,0,12,0.49,0,0
1,0.2879,0,0,12,0.52,0,0
2,0.2727,0,0,12,0.56,0,0
3,0.2576,0,0,12,0.6,0,0
4,0.2424,0,0,12,0.65,0,0
5,0.2576,0,0,12,0.6,0,0
6,0.2424,0,0,12,0.56,0,0
7,0.2576,0,0,12,0.56,0,0
8,0.2576,0,0,12,0.56,0,0
9,0.2424,0,0,12,0.56,0,0
10,0.2424,0,0,12,0.52,0,0
11,0.2576,0,0,12,0.45,0,0
12,0.2576,0,0,12,0.45,0,0
13,0.2727,0,0,12,0.48,0,0
14,0.2576,0,0,12,0.45,0,0
15,0.2576,0,0,12,0.45,0,0
16,0.2727,0,0,12,0.45,0,0
17,0.2576,0,0,12,0.48,0,0
18,0.2273,0,0,12,0.48,0,0
19,0.2121,0,0,12,0.65,0,1
20,0.2121,0,0,12,0.69,0,0
21,0.2121,0,0,12,0.75,0,0
22,0.2121,0,0,12,0.75,0,0
23,0.2273,0,0,12,0.75,0,0
0,0.2121,0,0,12,0.75,0,0
1,0.2273,0,0,12,0.69,0,0
2,0.2424,0,0,12,0.55,0,0
3,0.2121,0,0,12,0.55,0,0
4,0.2121,0,0,12,0.55,0,0
5,0.2273,0,0,12,0.59,0,0
6,0.2121,0,0,12,0.59,0,0
7,0.2121,0,0,12,0.59,0,0
8,0.2576,0,0,12,0.69,0,0
9,0.2273,0,0,12,0.64,0,0
10,0.2273,0,0,12,0.6,0,0
11,0.2273,0,0,12,0.6,0,0
12,0.2576,0,0,12,0.6,0,0
13,0.2727,0,0,12,0.49,0,0
14,0.2879,0,0,12,0.49,0,0
15,0.303,0,0,12,0.45,0,0
16,0.2727,0,0,12,0.48,0,0
17,0.2727,0,0,12,0.46,0,0
18,0.2727,0,0,12,0.45,0,0
19,0.2727,0,0,12,0.52,0,0
20,0.2576,0,0,12,0.6,0,0
21,0.2727,0,0,12,0.64,0,0
22,0.2273,0,0,12,0.75,0,0
23,0.2273,0,0,12,0.75,0,0
0,0.2273,1,0,12,0.75,0,0
1,0.2121,1,0,12,0.8,0,0
2,0.2121,1,0,12,0.8,0,0
3,0.197,1,0,12,0.86,0,0
4,0.1818,1,0,12,0.86,0,0
5,0.1667,1,0,12,0.93,0,0
6,0.1818,1,0,12,0.86,0,0
7,0.2121,1,0,12,0.74,0,0
8,0.197,1,0,12,0.75,0,0
9,0.2121,1,0,12,0.69,0,0
10,0.2273,1,0,12,0.67,0,0
11,0.2424,1,0,12,0.65,0,0
12,0.2727,1,0,12,0.61,0,0
13,0.303,1,0,12,0.49,0,0
14,0.3485,1,0,12,0.46,0,0
15,0.3939,1,0,12,0.46,0,0
16,0.4091,1,0,12,0.4,0,0
17,0.3939,1,0,12,0.46,0,0
18,0.3485,1,0,12,0.5,0,0
19,0.3485,1,0,12,0.53,0,0
20,0.4091,1,0,12,0.4,0,0
21,0.3485,1,0,12,0.53,0,0
22,0.3485,1,0,12,0.57,0,0
23,0.3485,1,0,12,0.53,0,0
0,0.3636,1,0,12,0.57,0,0
1,0.3788,1,0,12,0.53,0,0
2,0.3636,1,0,12,0.61,0,0
3,0.3636,1,0,12,0.61,0,0
4,0.3636,1,0,12,0.53,0,0
5,0.3788,1,0,12,0.57,0,0
6,0.3788,1,0,12,0.57,0,0
7,0.3788,1,0,12,0.62,0,0
8,0.4242,1,0,12,0.54,0,0
9,0.3788,1,0,12,0.66,0,0
10,0.4242,1,0,12,0.58,0,0
11,0.4091,1,0,12,0.62,0,0
12,0.4394,1,0,12,0.54,0,0
13,0.4394,1,0,12,0.54,0,0
14,0.4394,1,0,12,0.58,0,0
15,0.4394,1,0,12,0.54,0,0
16,0.4394,1,0,12,0.54,0,0
17,0.4091,1,0,12,0.62,0,0
18,0.3939,1,0,12,0.66,0,0
19,0.3939,1,0,12,0.66,0,0
20,0.3788,1,0,12,0.66,0,0
21,0.3636,1,0,12,0.66,0,0
22,0.3788,1,0,12,0.66,0,0
23,0.3939,1,0,12,0.62,0,0
0,0.3333,1,0,12,0.71,1,0
1,0.3636,1,0,12,0.66,1,0
2,0.3788,1,0,12,0.71,1,0
3,0.3788,1,0,12,0.71,1,0
4,0.3788,1,0,12,0.71,1,0
5,0.3939,1,0,12,0.82,1,0
6,0.3788,1,0,12,0.87,1,0
7,0.3636,1,0,12,0.87,1,0
8,0.3788,1,0,12,0.93,1,1
9,0.4091,1,0,12,0.87,1,0
10,0.4697,1,0,12,0.82,1,0
11,0.4697,1,0,12,0.82,1,0
12,0.4545,1,0,12,0.88,1,1
13,0.4394,1,0,12,0.94,1,1
14,0.4697,1,0,12,0.88,1,0
15,0.4697,1,0,12,0.88,1,0
16,0.4394,1,0,12,1.0,1,1
17,0.4394,1,0,12,1.0,1,1
18,0.4394,1,0,12,1.0,1,0
19,0.4848,1,0,12,0.94,1,0
20,0.4848,1,0,12,0.94,1,0
21,0.4848,1,0,12,0.88,1,0
22,0.4848,1,0,12,0.88,1,0
23,0.4848,1,0,12,0.88,1,0
0,0.4848,1,0,12,0.82,1,0
1,0.4394,1,0,12,0.94,1,0
2,0.4697,1,0,12,0.82,1,0
3,0.4394,1,0,12,0.67,1,0
4,0.3939,1,0,12,0.82,1,0
5,0.3939,1,0,12,0.82,1,0
6,0.3788,1,0,12,0.87,1,0
7,0.3636,1,0,12,0.93,1,0
8,0.3788,1,0,12,0.87,1,0
9,0.3939,1,0,12,0.87,1,0
10,0.4091,1,0,12,0.82,1,0
11,0.4394,1,0,12,0.77,1,0
12,0.4697,1,0,12,0.55,1,0
13,0.4545,1,0,12,0.63,1,0
14,0.4545,1,0,12,0.63,1,0
15,0.4697,1,0,12,0.59,1,0
16,0.4545,1,0,12,0.63,1,0
17,0.4394,1,0,12,0.67,1,0
18,0.4394,1,0,12,0.62,1,0
19,0.4394,1,0,12,0.62,1,0
20,0.4242,1,0,12,0.71,1,1
21,0.4242,1,0,12,0.71,1,1
22,0.3636,1,0,12,0.93,1,1
23,0.4091,1,0,12,0.87,1,1
0,0.4091,1,0,12,0.87,1,1
1,0.4091,1,0,12,0.87,1,1
2,0.3939,1,0,12,0.94,1,1
3,0.3939,1,0,12,0.94,1,1
4,0.3939,1,0,12,0.94,1,1
5,0.3485,1,0,12,0.93,1,0
6,0.3939,1,0,12,0.82,1,0
7,0.3939,1,0,12,0.82,1,0
8,0.4091,1,0,12,0.76,1,0
9,0.4091,1,0,12,0.66,1,0
10,0.4091,1,0,12,0.62,1,0
11,0.4091,1,0,12,0.58,1,0
12,0.4091,1,0,12,0.54,1,0
13,0.4091,1,0,12,0.5,1,0
14,0.4091,1,0,12,0.54,1,0
15,0.3939,1,0,12,0.54,1,0
16,0.3939,1,0,12,0.5,1,0
17,0.3485,1,0,12,0.53,1,0
18,0.3333,1,0,12,0.5,1,0
19,0.3333,1,0,12,0.53,1,0
20,0.303,1,0,12,0.61,1,0
21,0.303,1,0,12,0.61,1,0
22,0.3182,1,0,12,0.66,1,0
23,0.3333,1,0,12,0.66,1,0
0,0.3182,0,0,12,0.7,1,0
1,0.3485,0,0,12,0.66,1,0
2,0.3333,0,0,12,0.66,1,0
3,0.3333,0,0,12,0.7,1,0
4,0.3182,0,0,12,0.66,1,0
5,0.3182,0,0,12,0.66,1,0
6,0.303,0,0,12,0.75,1,0
7,0.2727,0,0,12,0.7,1,0
8,0.2727,0,0,12,0.7,1,0
9,0.2727,0,0,12,0.45,1,0
10,0.2576,0,0,12,0.42,1,0
11,0.2879,0,0,12,0.39,1,0
12,0.3182,0,0,12,0.39,1,0
13,0.303,0,0,12,0.39,1,0
14,0.303,0,0,12,0.39,1,0
15,0.303,0,0,12,0.39,1,0
16,0.3182,0,0,12,0.42,1,0
17,0.2879,0,0,12,0.45,1,0
18,0.3182,0,0,12,0.42,1,0
19,0.3182,0,0,12,0.52,1,0
20,0.2727,0,0,12,0.56,1,0
21,0.2576,0,0,12,0.56,1,0
22,0.2879,0,0,12,0.52,1,0
23,0.2576,0,0,12,0.56,1,0
0,0.2273,0,0,12,0.6,1,0
1,0.2273,0,0,12,0.69,1,0
2,0.2576,0,0,12,0.75,1,0
3,0.2727,0,0,12,0.72,1,0
5,0.2273,0,0,12,0.75,1,0
6,0.2273,0,0,12,0.75,1,0
7,0.2424,0,0,12,0.8,1,0
8,0.2121,0,0,12,0.8,1,0
9,0.2424,0,0,12,0.87,1,0
10,0.2424,0,0,12,0.81,1,0
11,0.303,0,0,12,0.7,1,0
12,0.2727,0,0,12,0.75,1,0
13,0.303,0,0,12,0.7,1,0
14,0.3182,0,0,12,0.61,1,0
15,0.3333,0,0,12,0.61,1,0
16,0.3636,0,0,12,0.57,1,0
17,0.3333,0,0,12,0.61,1,0
18,0.3182,0,0,12,0.7,1,0
19,0.3333,0,0,12,0.57,1,0
20,0.3333,0,0,12,0.49,1,0
21,0.303,0,0,12,0.56,1,0
22,0.2727,0,0,12,0.61,1,0
23,0.2727,0,0,12,0.65,1,0
0,0.2273,0,0,12,0.75,1,0
1,0.2727,0,0,12,0.56,1,0
2,0.3182,0,0,12,0.46,1,0
4,0.303,0,0,12,0.46,1,0
5,0.303,0,0,12,0.42,1,0
6,0.303,0,0,12,0.45,1,0
7,0.3182,0,0,12,0.45,1,0
8,0.3333,0,0,12,0.45,1,0
9,0.303,0,0,12,0.46,1,0
10,0.2879,0,0,12,0.42,1,0
11,0.2879,0,0,12,0.46,1,0
12,0.3182,0,0,12,0.43,1,0
13,0.3939,0,0,12,0.4,1,0
14,0.3939,0,0,12,0.4,1,0
15,0.3939,0,0,12,0.4,1,0
16,0.3333,0,0,12,0.43,1,0
17,0.3182,0,0,12,0.46,1,0
18,0.3333,0,0,12,0.49,1,0
19,0.3182,0,0,12,0.65,1,0
20,0.3182,0,0,12,0.56,1,0
21,0.303,0,0,12,0.7,1,0
22,0.303,0,0,12,0.7,1,0
23,0.2727,0,0,12,0.7,1,0
0,0.2576,1,0,12,0.7,1,0
1,0.2727,1,0,12,0.7,1,0
2,0.2727,1,0,12,0.7,1,0
3,0.2879,1,0,12,0.61,1,0
4,0.2879,1,0,12,0.65,1,0
5,0.2727,1,0,12,0.64,1,0
6,0.2727,1,0,12,0.61,1,0
7,0.2879,1,0,12,0.65,1,0
8,0.303,1,0,12,0.65,1,0
9,0.3333,1,0,12,0.66,1,1
10,0.3333,1,0,12,0.66,1,0
11,0.3333,1,0,12,0.66,1,1
12,0.3182,1,0,12,0.81,1,1
13,0.303,1,0,12,0.87,1,1
14,0.4242,1,0,12,0.82,1,1
15,0.4242,1,0,12,0.82,1,1
16,0.4394,1,0,12,0.88,1,1
17,0.4091,1,0,12,0.87,1,1
18,0.3939,1,0,12,0.87,1,0
19,0.3333,1,0,12,0.87,1,0
20,0.3333,1,0,12,0.93,1,0
21,0.3333,1,0,12,0.87,1,0
22,0.3333,1,0,12,0.87,1,0
23,0.303,1,0,12,0.93,1,0
0,0.3182,1,0,12,0.87,1,0
1,0.3182,1,0,12,0.76,1,0
2,0.303,1,0,12,0.61,1,0
3,0.303,1,0,12,0.61,1,0
5,0.2879,1,0,12,0.57,1,0
6,0.303,1,0,12,0.57,1,0
7,0.303,1,0,12,0.57,1,0
8,0.2879,1,0,12,0.57,1,0
9,0.303,1,0,12,0.57,1,0
10,0.3182,1,0,12,0.57,1,0
11,0.3333,1,0,12,0.46,1,0
12,0.2879,1,0,12,0.46,1,0
13,0.2879,1,0,12,0.39,1,0
14,0.2879,1,0,12,0.39,1,0
15,0.2879,1,0,12,0.36,1,0
16,0.2727,1,0,12,0.36,1,0
17,0.2727,1,0,12,0.38,1,0
18,0.2273,1,0,12,0.38,1,0
19,0.2273,1,0,12,0.41,1,0
20,0.2273,1,0,12,0.41,1,0
21,0.2273,1,0,12,0.44,1,0
22,0.2424,1,0,12,0.44,1,0
23,0.2121,1,0,12,0.44,1,0
0,0.2273,1,0,12,0.47,1,0
1,0.2121,1,0,12,0.47,1,0
2,0.2273,1,0,12,0.51,1,0
3,0.197,1,0,12,0.55,1,0
4,0.2121,1,0,12,0.55,1,0
5,0.2273,1,0,12,0.55,1,0
6,0.2576,1,0,12,0.59,1,0
7,0.2121,1,0,12,0.64,1,0
8,0.2576,1,0,12,0.64,1,0
9,0.2121,1,0,12,0.64,1,0
10,0.2273,1,0,12,0.64,1,0
11,0.2576,1,0,12,0.6,1,0
12,0.2727,1,0,12,0.56,1,0
13,0.2879,1,0,12,0.52,1,0
14,0.3333,1,0,12,0.52,1,0
15,0.3182,1,0,12,0.52,1,0
16,0.303,1,0,12,0.52,1,0
17,0.303,1,0,12,0.61,1,0
18,0.303,1,0,12,0.56,1,0
19,0.3182,1,0,12,0.56,1,0
20,0.2879,1,0,12,0.65,1,0
21,0.2879,1,0,12,0.61,1,0
22,0.2879,1,0,12,0.65,1,0
23,0.303,1,0,12,0.65,1,0
0,0.2879,1,0,12,0.7,1,0
1,0.2879,1,0,12,0.65,1,0
2,0.2576,1,0,12,0.7,1,0
3,0.2576,1,0,12,0.7,1,0
4,0.2576,1,0,12,0.7,1,0
5,0.2576,1,0,12,0.75,1,0
6,0.2576,1,0,12,0.7,1,0
7,0.2576,1,0,12,0.75,1,0
8,0.2576,1,0,12,0.75,1,0
9,0.303,1,0,12,0.75,1,0
10,0.2879,1,0,12,0.65,1,0
11,0.3182,1,0,12,0.66,1,0
12,0.3333,1,0,12,0.57,1,0
13,0.3485,1,0,12,0.53,1,0
14,0.4091,1,0,12,0.47,1,0
15,0.4242,1,0,12,0.44,1,0
16,0.4242,1,0,12,0.47,1,0
17,0.3939,1,0,12,0.54,1,0
18,0.3485,1,0,12,0.62,1,0
19,0.303,1,0,12,0.49,1,0
20,0.3485,1,0,12,0.66,1,0
21,0.3636,1,0,12,0.66,1,0
22,0.3333,1,0,12,0.71,1,0
23,0.3333,1,0,12,0.66,1,0
0,0.3939,0,0,12,0.62,1,0
1,0.4091,0,0,12,0.62,1,0
2,0.4091,0,0,12,0.62,1,0
3,0.4091,0,0,12,0.62,1,0
4,0.3939,0,0,12,0.71,1,0
5,0.3485,0,0,12,0.76,1,0
6,0.4091,0,0,12,0.71,1,0
7,0.3939,0,0,12,0.76,1,1
8,0.3333,0,0,12,0.81,1,0
9,0.3939,0,0,12,0.76,1,0
10,0.4091,0,0,12,0.76,1,0
11,0.4242,0,0,12,0.71,1,0
12,0.5,0,0,12,0.39,1,0
13,0.4848,0,0,12,0.42,1,0
14,0.4545,0,0,12,0.51,1,0
15,0.4545,0,0,12,0.47,1,0
16,0.4394,0,0,12,0.51,1,0
17,0.4242,0,0,12,0.54,1,0
18,0.4242,0,0,12,0.54,1,0
19,0.4242,0,0,12,0.54,1,0
20,0.4242,0,0,12,0.54,1,0
21,0.4091,0,0,12,0.58,1,0
22,0.3939,0,0,12,0.62,1,0
23,0.3788,0,0,12,0.66,1,0
0,0.3788,0,0,1,0.66,1,0
1,0.3485,0,0,1,0.66,1,0
2,0.3485,0,0,1,0.76,1,0
3,0.3333,0,0,1,0.81,1,0
4,0.303,0,0,1,0.81,1,0
5,0.2879,0,0,1,0.81,1,0
6,0.2727,0,0,1,0.93,1,0
7,0.2576,0,0,1,0.93,1,0
8,0.2727,0,0,1,0.87,1,0
9,0.2727,0,0,1,0.93,1,0
10,0.3182,0,0,1,0.81,1,0
11,0.3333,0,0,1,0.76,1,0
12,0.4091,0,0,1,0.62,1,0
13,0.4242,0,0,1,0.58,1,0
14,0.4394,0,0,1,0.54,1,0
15,0.4545,0,0,1,0.51,1,0
16,0.4394,0,0,1,0.54,1,0
17,0.4697,0,0,1,0.48,1,0
18,0.4545,0,0,1,0.59,1,1
19,0.4242,0,0,1,0.67,1,1
20,0.4394,0,0,1,0.62,1,0
21,0.4394,0,0,1,0.67,1,0
22,0.4545,0,0,1,0.55,1,0
23,0.4394,0,0,1,0.51,1,0
0,0.4091,0,0,1,0.4,1,0
1,0.3333,0,0,1,0.43,1,0
2,0.3182,0,0,1,0.34,1,0
4,0.2576,0,0,1,0.45,1,0
5,0.2576,0,0,1,0.45,1,0
6,0.2273,0,0,1,0.41,1,0
7,0.2121,0,0,1,0.32,1,0
8,0.2273,0,0,1,0.35,1,0
9,0.2576,0,0,1,0.35,1,0
10,0.2424,0,0,1,0.35,1,0
11,0.2121,0,0,1,0.35,1,0
12,0.2727,0,0,1,0.36,1,0
13,0.2727,0,0,1,0.36,1,0
14,0.2727,0,0,1,0.36,1,0
15,0.2424,0,0,1,0.38,1,0
16,0.2273,0,0,1,0.35,1,0
17,0.2273,0,0,1,0.35,1,0
18,0.2424,0,0,1,0.33,1,0
19,0.2273,0,0,1,0.38,1,0
20,0.2273,0,0,1,0.41,1,0
21,0.2121,0,0,1,0.41,1,0
22,0.2121,0,0,1,0.44,1,0
23,0.2121,0,0,1,0.44,1,0
0,0.197,1,0,1,0.51,1,0
1,0.1818,1,0,1,0.55,1,0
2,0.1667,1,0,1,0.51,1,0
3,0.1364,1,0,1,0.55,1,0
4,0.1515,1,0,1,0.55,1,0
5,0.1364,1,0,1,0.54,1,0
6,0.1212,1,0,1,0.59,1,0
7,0.1212,1,0,1,0.59,1,0
8,0.1364,1,0,1,0.55,1,0
9,0.1364,1,0,1,0.5,1,0
10,0.1212,1,0,1,0.47,1,0
11,0.1364,1,0,1,0.37,1,0
12,0.1364,1,0,1,0.37,1,0
13,0.1212,1,0,1,0.34,1,0
14,0.1212,1,0,1,0.43,1,0
15,0.1212,1,0,1,0.37,1,0
16,0.0909,1,0,1,0.39,1,0
17,0.1061,1,0,1,0.26,1,0
18,0.0909,1,0,1,0.26,1,0
19,0.0909,1,0,1,0.28,1,0
20,0.1212,1,0,1,0.33,1,0
21,0.1061,1,0,1,0.36,1,0
22,0.1061,1,0,1,0.46,1,0
23,0.0758,1,0,1,0.46,1,0
0,0.0606,1,0,1,0.42,1,0
1,0.0303,1,0,1,0.38,1,0
2,0.0152,1,0,1,0.34,1,0
3,0.0152,1,0,1,0.34,1,0
4,0.0455,1,0,1,0.41,1,0
5,0.0455,1,0,1,0.41,1,0
6,0.0455,1,0,1,0.41,1,0
7,0.0455,1,0,1,0.44,1,0
8,0.0606,1,0,1,0.44,1,0
9,0.0606,1,0,1,0.45,1,0
10,0.1061,1,0,1,0.45,1,0
11,0.1212,1,0,1,0.42,1,0
12,0.1061,1,0,1,0.46,1,0
13,0.1212,1,0,1,0.43,1,0
14,0.1212,1,0,1,0.46,1,0
15,0.1515,1,0,1,0.37,1,0
16,0.1667,1,0,1,0.4,1,0
17,0.197,1,0,1,0.4,1,0
18,0.2121,1,0,1,0.37,1,0
19,0.2273,1,0,1,0.4,1,0
20,0.197,1,0,1,0.4,1,0
21,0.2576,1,0,1,0.44,1,0
22,0.2273,1,0,1,0.47,1,0
23,0.2273,1,0,1,0.44,1,0
0,0.2273,1,0,1,0.47,1,0
1,0.2273,1,0,1,0.51,1,0
2,0.2273,1,0,1,0.51,1,0
3,0.2576,1,0,1,0.61,1,0
4,0.2273,1,0,1,0.59,1,0
5,0.2273,1,0,1,0.59,1,0
6,0.2121,1,0,1,0.75,1,0
7,0.2273,1,0,1,0.69,1,0
8,0.2576,1,0,1,0.75,1,0
9,0.2727,1,0,1,0.69,1,0
10,0.2576,1,0,1,0.52,1,0
11,0.3333,1,0,1,0.49,1,0
12,0.2879,1,0,1,0.49,1,0
13,0.303,1,0,1,0.42,1,0
14,0.3182,1,0,1,0.39,1,0
15,0.3333,1,0,1,0.34,1,0
16,0.3333,1,0,1,0.34,1,0
17,0.3485,1,0,1,0.34,1,0
18,0.3333,1,0,1,0.36,1,0
19,0.3485,1,0,1,0.34,1,0
20,0.3333,1,0,1,0.49,1,0
21,0.2727,1,0,1,0.6,1,0
22,0.2576,1,0,1,0.6,1,0
23,0.2576,1,0,1,0.7,1,0
0,0.2576,1,0,1,0.75,1,0
1,0.2727,1,0,1,0.75,1,0
2,0.2273,1,0,1,0.69,1,0
3,0.2424,1,0,1,0.69,1,0
4,0.2273,1,0,1,0.69,1,0
5,0.2121,1,0,1,0.8,1,0
6,0.2424,1,0,1,0.73,1,0
7,0.2879,1,0,1,0.65,1,0
8,0.2424,1,0,1,0.7,1,0
9,0.2424,1,0,1,0.7,1,0
10,0.2576,1,0,1,0.65,1,0
11,0.303,1,0,1,0.56,1,0
12,0.3333,1,0,1,0.5,1,0
13,0.4091,1,0,1,0.43,1,0
14,0.4545,1,0,1,0.36,1,0
15,0.5,1,0,1,0.27,1,0
16,0.5,1,0,1,0.27,1,0
17,0.4545,1,0,1,0.36,1,0
18,0.4848,1,0,1,0.29,1,0
19,0.4545,1,0,1,0.33,1,0
20,0.4242,1,0,1,0.41,1,0
21,0.4091,1,0,1,0.43,1,0
22,0.3485,1,0,1,0.5,1,0
23,0.3788,1,0,1,0.5,1,0
0,0.3485,0,0,1,0.5,1,0
1,0.3939,0,0,1,0.46,1,0
2,0.3636,0,0,1,0.5,1,0
3,0.3333,0,0,1,0.57,1,0
4,0.3333,0,0,1,0.57,1,0
5,0.2727,0,0,1,0.75,1,0
6,0.2727,0,0,1,0.75,1,0
7,0.2273,0,0,1,0.87,1,0
8,0.2576,0,0,1,0.75,1,0
9,0.2273,0,0,1,0.8,1,0
10,0.303,0,0,1,0.75,1,0
11,0.3182,0,0,1,0.57,1,0
12,0.4091,0,0,1,0.43,1,0
13,0.4394,0,0,1,0.44,1,0
14,0.4848,0,0,1,0.42,1,0
15,0.5455,0,0,1,0.37,1,0
16,0.5303,0,0,1,0.37,1,0
17,0.5152,0,0,1,0.43,1,0
18,0.5152,0,0,1,0.45,1,0
19,0.5,0,0,1,0.42,1,0
20,0.4848,0,0,1,0.39,1,0
21,0.4394,0,0,1,0.44,1,0
22,0.4394,0,0,1,0.38,1,0
23,0.4242,0,0,1,0.38,1,0
0,0.3939,0,0,1,0.4,1,0
1,0.3333,0,0,1,0.42,1,0
2,0.3333,0,0,1,0.37,1,0
3,0.3333,0,0,1,0.42,1,0
4,0.303,0,0,1,0.49,1,0
5,0.3333,0,0,1,0.49,1,0
6,0.3333,0,0,1,0.52,1,0
7,0.3333,0,0,1,0.52,1,0
8,0.303,0,0,1,0.52,1,0
9,0.3333,0,0,1,0.53,1,0
10,0.3333,0,0,1,0.49,1,0
11,0.3485,0,0,1,0.46,1,0
12,0.3939,0,0,1,0.43,1,0
13,0.4091,0,0,1,0.37,1,0
14,0.4091,0,0,1,0.4,1,0
15,0.4091,0,0,1,0.37,1,0
16,0.4091,0,0,1,0.37,1,0
17,0.3939,0,0,1,0.4,1,0
18,0.3182,0,0,1,0.46,1,0
19,0.3182,0,0,1,0.49,1,0
20,0.303,0,0,1,0.52,1,0
21,0.2727,0,0,1,0.56,1,0
22,0.2727,0,0,1,0.6,1,0
23,0.2424,0,0,1,0.56,1,0
0,0.2273,1,0,1,0.6,1,0
1,0.2424,1,0,1,0.6,1,0
2,0.2424,1,0,1,0.56,1,0
3,0.2424,1,0,1,0.52,1,0
4,0.2424,1,0,1,0.64,1,0
5,0.2273,1,0,1,0.64,1,0
6,0.2273,1,0,1,0.6,1,0
7,0.2424,1,0,1,0.6,1,0
8,0.2576,1,0,1,0.55,1,0
9,0.2727,1,0,1,0.64,1,0
10,0.2879,1,0,1,0.6,1,0
11,0.2879,1,0,1,0.56,1,0
12,0.2727,1,0,1,0.56,1,0
13,0.2727,1,0,1,0.56,1,0
14,0.2273,1,0,1,0.75,1,1
15,0.2273,1,0,1,0.75,1,1
16,0.2576,1,0,1,0.87,1,1
17,0.2727,1,0,1,0.87,1,1
18,0.2273,1,0,1,0.86,1,0
19,0.2273,1,0,1,0.93,1,1
20,0.2273,1,0,1,0.86,1,0
21,0.2576,1,0,1,0.93,1,0
22,0.2273,1,0,1,0.92,1,0
23,0.2424,1,0,1,0.87,1,0
0,0.2424,1,0,1,0.87,1,0
1,0.2424,1,0,1,0.93,1,0
2,0.2273,1,0,1,0.87,1,0
4,0.2121,1,0,1,0.86,1,0
5,0.4091,1,0,1,0.47,1,0
6,0.1818,1,0,1,0.93,1,0
7,0.197,1,0,1,0.93,1,0
8,0.197,1,0,1,0.93,1,0
9,0.197,1,0,1,0.93,1,0
10,0.197,1,0,1,0.93,1,0
11,0.4242,1,0,1,0.38,1,0
12,0.4242,1,0,1,0.38,1,0
13,0.4242,1,0,1,0.38,1,0
14,0.4242,1,0,1,0.38,1,0
15,0.4242,1,0,1,0.38,1,0
16,0.4242,1,0,1,0.38,1,0
17,0.4242,1,0,1,0.38,1,0
18,0.4091,1,0,1,0.4,1,0
19,0.3939,1,0,1,0.46,1,0
20,0.3485,1,0,1,0.53,1,0
21,0.3333,1,0,1,0.66,1,0
22,0.303,1,0,1,0.7,1,0
23,0.2727,1,0,1,0.81,1,0
0,0.303,1,0,1,0.81,1,0
1,0.2576,1,0,1,0.87,1,0
2,0.2121,1,0,1,0.85,1,0
3,0.2727,1,0,1,0.8,1,0
4,0.2121,1,0,1,0.8,1,0
5,0.2121,1,0,1,0.8,1,0
6,0.2121,1,0,1,0.86,1,0
7,0.2121,1,0,1,0.8,1,0
8,0.2273,1,0,1,0.82,1,0
9,0.2121,1,0,1,0.86,1,0
10,0.2424,1,0,1,0.87,1,0
11,0.2879,1,0,1,0.87,1,0
12,0.3333,1,0,1,0.81,1,1
13,0.3485,1,0,1,0.76,1,1
14,0.3333,1,0,1,0.81,1,1
15,0.3485,1,0,1,0.87,1,0
